time (ms),linescan_near,velocity (m/s)
31873,"[13, 16, 16, 15, 15, 15, 16, 20, 22, 24, 24, 25, 26, 27, 27, 26, 25, 25, 26, 25, 25, 25, 25, 24, 24, 24, 24, 24, 23, 23, 24, 25, 24, 22, 22, 22, 21, 22, 22, 21, 21, 22, 23, 23, 25, 44, 64, 61, 37, 23, 22, 23, 22, 22, 22, 22, 23, 23, 23, 22, 22, 21, 21, 20, 20, 20, 19, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 17, 17, 17, 16, 13, 11, 11, 11, 11, 12, 13, 14, 16, 17, 18, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 17, 16, 16, 16, 17, 19, 19, 18, 18, 17, 18, 18, 18]",4.340354443
31888,"[12, 16, 15, 15, 14, 14, 16, 19, 22, 23, 24, 24, 26, 26, 26, 26, 26, 26, 26, 25, 24, 24, 25, 25, 24, 24, 23, 23, 23, 22, 25, 24, 23, 22, 21, 21, 22, 22, 21, 22, 22, 22, 22, 30, 52, 67, 52, 29, 22, 22, 22, 22, 22, 22, 23, 23, 22, 22, 22, 21, 20, 21, 20, 20, 21, 21, 21, 21, 20, 20, 21, 21, 21, 20, 20, 19, 19, 19, 19, 18, 19, 18, 19, 19, 19, 18, 18, 18, 18, 19, 18, 18, 18, 18, 17, 16, 14, 12, 11, 10, 9, 9, 9, 10, 11, 13, 15, 17, 18, 18, 18, 18, 17, 17, 17, 17, 17, 16, 16, 17, 19, 18, 18, 18, 16, 17, 17, 18]",4.340354443
31903,"[12, 16, 16, 15, 14, 14, 16, 19, 22, 23, 24, 24, 25, 25, 25, 26, 27, 29, 27, 25, 25, 25, 25, 24, 24, 24, 23, 23, 23, 24, 24, 23, 22, 22, 21, 22, 22, 21, 22, 23, 22, 23, 39, 60, 65, 42, 25, 23, 24, 22, 22, 22, 24, 24, 23, 22, 22, 21, 22, 21, 21, 21, 21, 22, 21, 20, 20, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 19, 20, 19, 20, 20, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 16, 15, 14, 13, 12, 11, 10, 9, 10, 12, 13, 14, 16, 17, 17, 16, 16, 15, 15, 16, 19, 18, 18, 17, 16, 17, 17, 17]",3.978658199
31918,"[12, 16, 15, 15, 14, 14, 16, 19, 21, 22, 23, 23, 25, 25, 25, 25, 26, 29, 28, 27, 26, 26, 26, 26, 25, 24, 23, 23, 22, 24, 24, 22, 22, 22, 22, 23, 21, 21, 23, 23, 24, 42, 64, 64, 39, 23, 23, 24, 22, 22, 23, 24, 24, 23, 22, 22, 21, 22, 21, 20, 21, 22, 22, 21, 20, 20, 22, 22, 21, 21, 20, 19, 18, 18, 18, 18, 19, 19, 19, 20, 20, 19, 19, 20, 21, 20, 20, 20, 20, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 16, 15, 14, 14, 13, 11, 10, 10, 12, 13, 14, 15, 16, 19, 18, 17, 17, 16, 17, 17, 17]",4.340354443
31933,"[12, 16, 15, 15, 14, 14, 16, 19, 21, 22, 23, 23, 25, 25, 26, 25, 26, 27, 28, 27, 26, 26, 25, 27, 26, 25, 25, 24, 24, 23, 25, 24, 22, 22, 22, 23, 21, 22, 24, 25, 42, 65, 65, 39, 22, 22, 24, 23, 22, 22, 24, 23, 23, 23, 22, 22, 22, 21, 22, 21, 22, 23, 21, 21, 21, 22, 21, 22, 21, 21, 21, 20, 20, 20, 19, 19, 20, 20, 20, 19, 19, 18, 18, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 19, 19, 19, 18, 18, 17, 17, 16, 16, 17, 17, 17, 17, 17, 17, 18, 19, 19, 18, 17, 16, 16, 15, 15, 14, 15, 16, 19, 18, 17, 17, 17, 17, 17, 18]",4.340354443
31948,"[12, 16, 15, 15, 15, 14, 16, 18, 21, 22, 23, 23, 24, 25, 26, 26, 26, 27, 28, 27, 27, 26, 26, 25, 25, 25, 24, 24, 25, 24, 25, 25, 24, 24, 23, 23, 22, 22, 24, 32, 59, 69, 46, 25, 22, 22, 23, 23, 22, 22, 24, 23, 22, 22, 22, 22, 22, 20, 21, 21, 22, 22, 21, 21, 21, 22, 22, 22, 21, 21, 20, 20, 21, 20, 20, 20, 21, 21, 20, 19, 20, 21, 21, 21, 21, 19, 19, 18, 18, 18, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 16, 15, 15, 15, 16, 16, 16, 17, 17, 17, 17, 17, 17, 16, 16, 17, 19, 18, 17, 17, 16, 17, 17, 18]",4.340354443
31963,"[12, 16, 15, 15, 15, 14, 16, 18, 21, 22, 23, 23, 25, 24, 24, 25, 26, 26, 28, 28, 27, 27, 26, 25, 25, 25, 24, 24, 23, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 39, 65, 67, 38, 23, 23, 22, 22, 23, 22, 22, 23, 23, 24, 22, 21, 22, 21, 21, 21, 20, 21, 22, 20, 20, 21, 22, 21, 21, 20, 20, 20, 20, 20, 19, 20, 20, 21, 21, 20, 20, 21, 21, 21, 21, 20, 20, 19, 19, 19, 19, 18, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 16, 15, 15, 16, 16, 17, 17, 17, 17, 16, 16, 16, 16, 16, 17, 19, 18, 17, 17, 16, 17, 17, 18]",3.978658199
31978,"[12, 16, 15, 15, 15, 15, 16, 18, 21, 22, 23, 24, 25, 25, 25, 25, 26, 26, 26, 27, 28, 28, 27, 26, 25, 25, 25, 25, 24, 23, 23, 24, 24, 25, 24, 24, 24, 23, 23, 40, 67, 67, 38, 23, 23, 23, 24, 23, 24, 23, 23, 24, 24, 24, 22, 22, 21, 21, 21, 21, 21, 22, 22, 20, 20, 21, 21, 21, 21, 20, 19, 20, 20, 19, 19, 20, 20, 21, 20, 19, 20, 21, 21, 21, 20, 19, 19, 19, 19, 19, 18, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 16, 15, 15, 15, 16, 17, 18, 18, 18, 18, 17, 17, 17, 16, 16, 17, 19, 19, 18, 17, 16, 17, 17, 18]",4.340354443
31993,"[14, 16, 16, 15, 15, 15, 16, 19, 21, 22, 23, 24, 25, 25, 25, 27, 27, 27, 26, 25, 25, 27, 27, 27, 25, 26, 25, 25, 26, 25, 24, 24, 23, 24, 25, 25, 25, 25, 26, 41, 66, 69, 41, 23, 23, 22, 22, 23, 22, 22, 22, 22, 22, 22, 21, 21, 20, 20, 21, 20, 20, 20, 21, 22, 21, 20, 21, 22, 22, 21, 21, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 21, 21, 21, 21, 20, 20, 19, 19, 19, 18, 19, 19, 20, 19, 18, 19, 19, 18, 19, 18, 18, 19, 18, 18, 18, 18, 17, 17, 17, 18, 18, 18, 18, 18, 17, 17, 16, 16, 17, 19, 19, 18, 17, 16, 17, 17, 18]",3.978658199
32008,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 23, 23, 24, 25, 25, 25, 25, 27, 28, 28, 27, 26, 26, 26, 25, 25, 24, 25, 25, 25, 25, 25, 25, 24, 23, 23, 24, 24, 24, 26, 38, 64, 72, 48, 26, 24, 24, 24, 24, 23, 23, 23, 23, 22, 22, 21, 20, 19, 19, 19, 19, 19, 19, 18, 19, 18, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 21, 21, 20, 20, 21, 21, 21, 21, 20, 20, 20, 20, 19, 19, 19, 20, 20, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 19, 19, 18, 19, 19, 18, 18, 18, 17, 17, 16, 16, 17, 19, 18, 18, 17, 16, 17, 17, 18]",4.340354443
32023,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 23, 24, 24, 25, 25, 26, 25, 26, 28, 28, 28, 28, 27, 26, 25, 25, 24, 24, 23, 24, 25, 25, 25, 25, 24, 23, 23, 23, 24, 25, 35, 61, 74, 52, 27, 24, 23, 23, 23, 23, 22, 22, 22, 23, 23, 22, 22, 22, 22, 20, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 18, 18, 18, 18, 19, 19, 18, 18, 17, 17, 17, 18, 18, 18, 19, 18, 19, 18, 19, 18, 19, 19, 18, 18, 18, 17, 16, 16, 16, 17, 20, 18, 18, 17, 16, 17, 18, 18]",4.340354443
32038,"[12, 16, 16, 15, 15, 15, 16, 19, 21, 23, 24, 24, 26, 25, 25, 26, 25, 27, 28, 27, 28, 28, 28, 27, 25, 24, 25, 24, 23, 23, 24, 25, 24, 25, 24, 24, 23, 23, 24, 27, 51, 73, 63, 35, 25, 25, 24, 25, 24, 23, 23, 23, 22, 22, 22, 22, 21, 21, 22, 20, 20, 19, 19, 19, 19, 18, 18, 19, 18, 18, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 16, 16, 16, 16, 15, 16, 16, 17, 17, 17, 17, 16, 17, 18, 17, 17, 17, 17, 18, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 16, 16, 17, 19, 18, 18, 17, 16, 17, 18, 19]",3.616962433
32053,"[12, 16, 16, 15, 15, 15, 16, 19, 22, 24, 24, 25, 26, 26, 25, 25, 27, 26, 26, 27, 28, 27, 27, 28, 28, 26, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 25, 24, 23, 23, 32, 62, 73, 47, 26, 24, 24, 25, 24, 24, 23, 23, 24, 24, 23, 23, 22, 23, 23, 22, 22, 22, 21, 20, 19, 18, 18, 18, 18, 18, 18, 18, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 17, 17, 17, 17, 16, 16, 16, 16, 16, 17, 17, 17, 17, 16, 17, 17, 18, 18, 18, 18, 18, 17, 18, 18, 17, 18, 18, 18, 18, 17, 16, 17, 16, 16, 17, 19, 18, 18, 18, 17, 17, 18, 19]",4.340354443
32068,"[12, 16, 16, 15, 15, 15, 17, 19, 22, 24, 24, 25, 27, 26, 27, 26, 26, 27, 27, 25, 25, 27, 26, 26, 27, 28, 27, 26, 25, 24, 25, 27, 26, 26, 25, 25, 24, 24, 24, 24, 25, 46, 71, 66, 36, 24, 25, 25, 24, 23, 23, 23, 23, 23, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 21, 21, 19, 19, 18, 19, 18, 18, 18, 18, 18, 18, 18, 17, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 16, 16, 16, 15, 16, 16, 16, 16, 17, 16, 17, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 19, 18, 17, 17, 17, 16, 17, 19, 18, 18, 18, 17, 17, 19, 19]",3.978658199
32083,"[13, 16, 16, 15, 15, 15, 17, 20, 22, 24, 25, 26, 27, 27, 27, 27, 27, 27, 27, 27, 25, 25, 26, 26, 26, 26, 27, 27, 25, 24, 24, 26, 26, 26, 26, 25, 25, 25, 24, 24, 25, 32, 61, 74, 51, 25, 23, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 23, 23, 23, 22, 22, 22, 21, 21, 21, 20, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 18, 17, 17, 17, 17, 16, 16, 16, 16, 16, 17, 16, 17, 17, 17, 18, 19, 20, 19, 19, 18, 19, 19, 19, 19, 18, 18, 17, 16, 16, 17, 19, 18, 18, 18, 17, 18, 19, 19]",3.978658199
32098,"[12, 16, 16, 16, 15, 15, 17, 20, 22, 24, 25, 26, 28, 27, 27, 26, 26, 27, 27, 27, 27, 25, 25, 25, 25, 24, 25, 25, 25, 24, 23, 24, 24, 25, 24, 25, 25, 25, 24, 23, 24, 26, 47, 71, 66, 35, 22, 23, 22, 23, 23, 24, 24, 24, 24, 24, 23, 23, 23, 23, 22, 22, 23, 22, 22, 22, 22, 22, 21, 21, 21, 21, 20, 19, 19, 19, 19, 18, 18, 18, 19, 18, 18, 17, 18, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 18, 19, 19, 19, 18, 18, 19, 18, 18, 18, 18, 17, 16, 17, 19, 18, 18, 18, 17, 17, 19, 19]",4.340354443
32113,"[12, 16, 16, 15, 15, 15, 17, 20, 22, 24, 25, 26, 27, 27, 27, 27, 26, 26, 27, 26, 27, 26, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 22, 23, 23, 23, 23, 24, 23, 23, 23, 24, 33, 62, 74, 49, 26, 24, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 22, 22, 22, 22, 21, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 19, 19, 18, 18, 18, 18, 17, 17, 17, 17, 17, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 15, 15, 16, 16, 16, 16, 16, 17, 18, 19, 19, 19, 18, 18, 18, 18, 18, 17, 16, 17, 19, 18, 18, 18, 17, 17, 19, 19]",3.978658199
32128,"[13, 16, 16, 15, 15, 15, 17, 20, 22, 24, 25, 25, 27, 27, 27, 27, 27, 27, 26, 26, 26, 27, 26, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 23, 23, 24, 23, 23, 24, 24, 25, 24, 27, 49, 72, 65, 36, 24, 25, 24, 23, 22, 22, 22, 22, 22, 22, 23, 24, 23, 23, 23, 23, 23, 22, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 17, 17, 16, 15, 14, 13, 14, 14, 15, 16, 16, 16, 17, 16, 17, 16, 16, 16, 16, 17, 16, 17, 16, 17, 18, 18, 18, 17, 17, 17, 17, 16, 17, 19, 18, 18, 18, 17, 17, 19, 19]",3.616962433
32143,"[12, 16, 16, 15, 15, 15, 17, 20, 23, 24, 25, 26, 27, 28, 28, 28, 27, 27, 27, 26, 26, 26, 27, 26, 24, 23, 23, 24, 25, 24, 24, 25, 25, 25, 23, 25, 25, 25, 25, 25, 26, 26, 27, 47, 71, 69, 40, 24, 24, 24, 23, 23, 22, 22, 21, 21, 21, 21, 22, 23, 23, 23, 23, 23, 23, 22, 22, 22, 21, 21, 20, 20, 20, 20, 20, 20, 20, 19, 20, 20, 20, 19, 19, 19, 19, 19, 18, 18, 18, 17, 15, 12, 9, 9, 8, 8, 9, 10, 11, 13, 15, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 18, 17, 16, 16, 16, 17, 19, 18, 18, 18, 17, 18, 19, 19]",3.978658199
32158,"[12, 16, 16, 16, 15, 15, 17, 20, 22, 24, 25, 26, 27, 27, 28, 28, 28, 28, 27, 26, 26, 27, 26, 27, 27, 24, 22, 23, 24, 25, 25, 25, 24, 25, 24, 24, 27, 26, 26, 25, 25, 26, 27, 45, 71, 71, 41, 25, 24, 24, 23, 23, 24, 24, 24, 22, 22, 22, 22, 21, 22, 21, 21, 22, 22, 22, 21, 22, 21, 21, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 17, 16, 14, 13, 11, 10, 9, 9, 8, 9, 11, 12, 14, 15, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 17, 19, 19, 18, 18, 17, 18, 19, 19]",4.340354443
32173,"[14, 16, 16, 16, 16, 15, 17, 20, 23, 24, 25, 26, 28, 28, 27, 28, 28, 29, 28, 27, 27, 28, 27, 26, 26, 26, 25, 23, 23, 24, 24, 25, 24, 23, 23, 24, 25, 26, 27, 27, 25, 25, 26, 36, 65, 75, 50, 28, 26, 25, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 22, 22, 22, 22, 23, 23, 23, 23, 22, 22, 22, 22, 22, 21, 22, 21, 22, 21, 22, 22, 21, 21, 21, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 19, 19, 18, 19, 19, 18, 16, 14, 12, 11, 9, 9, 9, 9, 11, 13, 15, 17, 18, 18, 18, 17, 17, 17, 17, 17, 17, 19, 19, 18, 18, 17, 18, 19, 19]",3.616962433
32188,"[13, 16, 16, 16, 15, 16, 17, 20, 23, 24, 25, 26, 28, 29, 28, 27, 28, 29, 28, 27, 26, 27, 27, 27, 26, 26, 26, 25, 24, 23, 23, 24, 24, 24, 23, 23, 24, 25, 25, 26, 27, 26, 26, 29, 56, 76, 61, 33, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 24, 23, 23, 23, 23, 23, 22, 22, 22, 22, 23, 21, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 18, 19, 18, 19, 19, 19, 18, 16, 15, 12, 11, 9, 9, 9, 11, 13, 15, 16, 17, 17, 16, 17, 19, 19, 18, 18, 17, 18, 19, 20]",4.340354443
32203,"[16, 16, 16, 16, 16, 15, 17, 20, 24, 25, 25, 26, 28, 29, 29, 28, 28, 29, 29, 28, 26, 26, 27, 27, 26, 25, 25, 25, 24, 24, 23, 24, 24, 24, 24, 24, 23, 24, 24, 24, 25, 25, 26, 27, 45, 70, 72, 43, 24, 24, 24, 24, 24, 23, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 22, 23, 23, 22, 22, 22, 22, 23, 23, 22, 22, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 22, 22, 21, 21, 20, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 20, 20, 20, 19, 18, 17, 15, 13, 11, 11, 12, 14, 15, 17, 20, 19, 18, 18, 17, 18, 19, 19]",3.978658199
32218,"[13, 17, 16, 16, 16, 16, 17, 20, 24, 25, 26, 26, 28, 29, 30, 29, 29, 29, 28, 29, 27, 26, 27, 27, 27, 26, 25, 25, 25, 24, 23, 24, 24, 25, 24, 24, 25, 25, 24, 23, 23, 23, 24, 24, 30, 60, 75, 57, 28, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 24, 23, 23, 23, 23, 24, 24, 24, 24, 24, 23, 23, 22, 22, 22, 22, 21, 22, 22, 22, 21, 21, 20, 20, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 21, 21, 20, 20, 19, 20, 19, 20, 20, 20, 20, 19, 18, 17, 17, 17, 18, 20, 20, 19, 18, 18, 18, 19, 20]",3.978658199
32233,"[13, 16, 16, 16, 16, 16, 18, 21, 24, 26, 26, 27, 28, 29, 29, 31, 30, 29, 29, 28, 29, 27, 27, 27, 28, 27, 26, 25, 25, 24, 24, 25, 24, 25, 24, 24, 24, 25, 25, 25, 23, 22, 22, 22, 23, 44, 72, 71, 36, 22, 23, 23, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 24, 24, 24, 25, 25, 24, 24, 24, 24, 24, 23, 23, 23, 22, 23, 23, 22, 22, 22, 22, 22, 21, 22, 22, 21, 21, 21, 21, 20, 20, 21, 20, 20, 20, 20, 21, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 20, 20, 20, 19, 19, 19, 19, 17, 17, 18, 20, 20, 19, 19, 18, 18, 20, 20]",3.616962433
32248,"[13, 17, 17, 16, 16, 16, 18, 21, 24, 25, 26, 27, 29, 29, 29, 29, 32, 31, 30, 29, 29, 30, 27, 29, 28, 28, 26, 26, 25, 24, 25, 26, 25, 25, 25, 24, 24, 25, 24, 24, 23, 23, 23, 22, 22, 32, 63, 76, 47, 24, 22, 22, 23, 23, 23, 22, 22, 22, 23, 22, 23, 23, 23, 23, 22, 21, 22, 22, 23, 23, 23, 23, 23, 22, 22, 22, 22, 22, 23, 22, 23, 23, 23, 22, 22, 22, 21, 21, 22, 22, 23, 22, 22, 22, 21, 21, 21, 20, 19, 20, 20, 20, 21, 20, 21, 19, 20, 20, 20, 20, 21, 20, 20, 19, 18, 18, 18, 17, 17, 18, 20, 20, 19, 19, 18, 18, 19, 20]",3.978658199
32263,"[13, 17, 16, 16, 16, 16, 18, 21, 24, 26, 26, 27, 28, 30, 29, 30, 30, 32, 30, 29, 28, 30, 29, 29, 29, 28, 27, 26, 25, 24, 24, 26, 25, 25, 25, 26, 25, 24, 23, 23, 23, 23, 23, 23, 22, 25, 54, 77, 63, 32, 23, 22, 22, 22, 21, 22, 22, 23, 24, 23, 22, 22, 22, 22, 21, 21, 21, 21, 20, 20, 20, 21, 21, 21, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 23, 23, 23, 23, 22, 22, 21, 22, 22, 22, 22, 21, 20, 20, 19, 20, 20, 20, 20, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 17, 18, 17, 17, 19, 20, 20, 20, 19, 18, 19, 20, 20]",3.978658199
32278,"[17, 17, 17, 16, 16, 16, 18, 21, 24, 26, 26, 26, 28, 29, 30, 29, 30, 32, 32, 29, 28, 28, 29, 28, 29, 29, 27, 27, 26, 25, 24, 26, 25, 24, 24, 26, 26, 25, 24, 23, 22, 22, 22, 22, 22, 26, 50, 75, 68, 36, 23, 22, 23, 23, 22, 22, 22, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 21, 21, 22, 22, 23, 23, 24, 24, 24, 24, 23, 23, 23, 22, 22, 22, 21, 21, 21, 22, 21, 22, 22, 21, 21, 21, 20, 19, 19, 18, 18, 18, 18, 18, 19, 19, 19, 19, 19, 18, 18, 17, 18, 17, 18, 19, 21, 20, 19, 19, 18, 19, 20, 20]",3.978658199
32293,"[13, 18, 18, 16, 16, 17, 19, 21, 25, 26, 27, 27, 28, 29, 29, 30, 31, 30, 33, 30, 29, 28, 29, 29, 28, 30, 28, 27, 26, 25, 25, 26, 25, 25, 25, 25, 26, 25, 25, 25, 24, 23, 23, 22, 22, 28, 54, 75, 66, 35, 22, 23, 23, 23, 23, 22, 22, 22, 22, 20, 21, 21, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 22, 22, 22, 22, 22, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 21, 21, 20, 20, 19, 19, 18, 19, 18, 19, 19, 19, 19, 18, 17, 17, 17, 17, 19, 21, 20, 20, 19, 18, 19, 19, 20]",3.978658199
32308,"[14, 17, 17, 16, 16, 17, 18, 21, 25, 26, 26, 27, 28, 29, 29, 29, 29, 31, 32, 31, 29, 28, 28, 29, 28, 30, 29, 28, 27, 26, 25, 26, 25, 25, 26, 26, 26, 25, 25, 25, 25, 24, 25, 25, 26, 32, 58, 77, 64, 34, 22, 22, 22, 22, 22, 22, 22, 22, 22, 21, 21, 21, 21, 22, 21, 21, 20, 20, 20, 20, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 20, 20, 21, 21, 21, 21, 21, 21, 22, 23, 23, 24, 23, 23, 23, 22, 22, 22, 21, 21, 21, 21, 20, 20, 20, 21, 20, 20, 20, 19, 18, 18, 18, 17, 17, 17, 17, 19, 21, 20, 20, 20, 18, 19, 20, 20]",3.616962433
32323,"[14, 17, 16, 16, 16, 17, 18, 21, 25, 26, 27, 28, 29, 30, 29, 30, 30, 31, 31, 32, 30, 29, 29, 30, 28, 30, 29, 29, 28, 26, 26, 27, 25, 26, 27, 27, 25, 25, 25, 24, 25, 24, 24, 25, 29, 53, 75, 68, 40, 25, 24, 23, 22, 22, 21, 21, 21, 21, 21, 21, 22, 22, 22, 22, 21, 21, 21, 22, 22, 22, 21, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 22, 22, 22, 22, 22, 21, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 20, 19, 18, 18, 18, 17, 17, 19, 20, 20, 20, 20, 18, 20, 20, 20]",3.255265951
32338,"[14, 17, 17, 16, 16, 17, 18, 21, 25, 26, 27, 28, 29, 29, 29, 29, 31, 31, 31, 32, 31, 30, 29, 29, 29, 30, 30, 29, 28, 27, 26, 28, 26, 26, 27, 27, 26, 25, 25, 24, 26, 26, 25, 24, 36, 65, 76, 52, 28, 25, 25, 25, 25, 24, 23, 23, 22, 22, 22, 21, 21, 21, 21, 21, 22, 22, 22, 22, 21, 21, 21, 21, 21, 20, 21, 21, 20, 20, 20, 20, 20, 20, 20, 21, 22, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 21, 21, 22, 22, 21, 21, 21, 21, 22, 21, 21, 21, 21, 20, 20, 20, 20, 20, 19, 19, 19, 18, 18, 19, 21, 20, 20, 20, 18, 20, 20, 21]",3.978658199
32353,"[14, 17, 17, 17, 16, 17, 18, 21, 25, 26, 27, 28, 29, 29, 29, 28, 31, 31, 31, 31, 32, 30, 29, 28, 30, 29, 30, 29, 28, 28, 26, 28, 27, 26, 28, 27, 26, 26, 26, 24, 26, 26, 27, 28, 51, 75, 69, 36, 22, 22, 23, 24, 24, 24, 24, 24, 23, 24, 24, 23, 22, 22, 22, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 20, 20, 21, 21, 21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 21, 21, 21, 21, 20, 20, 21, 21, 20, 19, 19, 19, 19, 18, 19, 22, 20, 20, 20, 18, 20, 20, 20]",3.616962433
32368,"[14, 17, 17, 16, 16, 17, 18, 21, 25, 26, 26, 28, 29, 29, 29, 29, 30, 31, 31, 30, 33, 30, 29, 28, 30, 29, 31, 30, 28, 28, 26, 28, 27, 26, 28, 27, 27, 26, 26, 25, 25, 26, 27, 39, 67, 78, 54, 27, 22, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 23, 24, 23, 22, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 22, 22, 22, 22, 21, 21, 21, 20, 20, 20, 20, 19, 20, 21, 22, 22, 22, 22, 23, 23, 23, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 20, 20, 20, 20, 21, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 20, 20, 21]",3.255265951
32383,"[14, 17, 17, 17, 16, 17, 18, 21, 25, 26, 27, 29, 30, 29, 29, 29, 30, 32, 31, 30, 33, 30, 30, 29, 31, 29, 31, 30, 29, 28, 27, 29, 27, 27, 27, 28, 27, 27, 27, 27, 27, 33, 52, 72, 73, 47, 25, 24, 25, 25, 25, 24, 25, 25, 24, 24, 23, 22, 22, 21, 22, 22, 22, 23, 23, 23, 22, 22, 21, 21, 21, 22, 22, 22, 21, 21, 21, 21, 22, 22, 22, 21, 22, 21, 21, 21, 21, 20, 21, 22, 23, 22, 21, 22, 23, 23, 23, 23, 22, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 22, 22, 22, 23, 22, 21, 20, 20, 19, 18, 19, 21, 20, 20, 20, 19, 20, 20, 21]",3.616962433
